,Pt1-OnTx,Pt1-baseline,Pt2-OnTx,Pt2-baseline,Pt3-OnTx,Pt3-baseline,Pt4-OnTx,Pt4-baseline,Pt5-OnTx,Pt5-baseline
WISP3,0.04615715,0.01286965,0.0736181,0,25.97195,16.64025,0.217662,0.06005755,0,0.0137128
WIZ,13.79065,12.62815,15.8109,11.83045,11.90895,10.5533,6.689475,10.4084,14.7911,12.1872
WLS,69.507,89.6334,29.57215,19.62085,34.56385,34.1915,42.26785,43.7999,31.068,16.89765
WNK1,18.55325,20.66565,12.92015,8.87529,10.86595,15.13885,32.29135,25.5892,17.21785,15.3837
WNK2,0.0293034,0.1245295,0.440491,1.111365,1.25979,0.4715215,0.0062649,0.010763685,2.307675,1.615935
WNK3,0.0201227,0.01120207,0.326479,0.3817955,0.40096,0.2086135,1.0088665,0.3947315,0.2853465,0.5400835
WNK4,0.4813805,0.293737,1.50703,1.41278,6.795275,4.22685,6.06981,2.99114,0.0356831,0.3216855
WNT1,0,0,0.1048659,0.1079722,0.0138067,0.03585185,0.0123534,0.0328359,0,0.03043095
WNT10A,0.0958941,0.0128375,0.2696725,0.7116705,0.2935705,0.5700825,0.0534914,0.1268225,0.179942,0.8593125
WNT10B,0.0538259,0.353876,0.238656,0.382385,5.808415,2.292875,0.0580032,0.3833035,0.3236465,0.138449
WNT11,0,0,0.454241,0.390745,0.624881,0.276465,1.256405,0.5470675,1.77768,1.24151
WNT16,0.0311607,0.00669015,0.04998375,0.05203795,0.7121325,3.442805,0.1704875,0.08107715,0.02425505,0.02628425
WNT2,0.375365,0.07996125,0.153488,0.2536235,0.223221,0.9442725,4.625795,9.304045,12.68695,2.5284
WNT2B,0.270152,0.08432025,0.4780755,0.4179465,0.333303,0.205804,0.728678,0.6686505,0.505309,0.3687815
WNT3,0.0084201,0.00462306,0.286266,0.2052515,2.60358,1.652,0.06763255,0.2950945,0.7153685,0.6963825
WNT3A,0.00908945,0.02936515,0.03354215,0.0143082,0.05399445,0.01519735,0.06767955,0.0647124,0.03860875,0.02334235
WNT4,0.01356215,0.0446213,0.642233,0.7126075,0.06298415,0.130063,0.3275555,0.204633,0.1152143,0.2932545
WNT5A,0.124411,0.0898284,0.8606125,0.4009125,1.68747,13.27965,0.434892,1.372105,2.37771,2.4047
WNT5B,0.150368,0.1029356,0.5415815,0.576658,0.581289,0.992487,0.336742,0.70239,1.572295,1.0804045
WNT6,0.0203341,0.0519624,0.3227995,0.2199705,0.3503215,1.608725,0.22405,0.18206705,0.7711485,0.4594885
WNT7A,0,0.0076472,0.0268109,0,0,0.01508495,0,0,0.0118373,0
WNT7B,0.04314555,0.03241455,0,0,2.856395,6.36074,0.3376765,5.52211,0.9158445,0.2597525
WNT8A,0,0,0,0,0,0,0,0.0099466,0.01122185,0
WNT8B,0.04331755,0,0.01122065,0,0.11623335,0.08362065,0,0,0,0.0260597
WNT9A,0.5875055,0.01213385,0.0444072,0,0.632737,2.16429,0.361337,1.429265,0.311469,0.3194895
WNT9B,0,0,0.06328185,0,0,0,0.01618,0.1336879,0.2684865,0.01971995
WRAP53,4.311915,6.02048,5.692685,7.5637,7.204425,5.151325,4.34286,5.043935,9.8503,7.115665
WRAP73,12.7837,15.27115,9.303585,10.03191,6.224805,6.73278,12.42555,13.6864,10.72325,11.1325
WRB,33.00265,38.7341,20.37045,30.89685,37.79225,38.19475,33.9799,13.62875,22.44265,24.26905
WRN,2.287895,2.749685,1.794125,1.439795,1.791495,2.90529,4.27074,3.85253,1.793435,3.021765
WRNIP1,36.49165,49.5167,30.428,41.96735,18.93395,17.3842,25.50345,24.9558,28.49885,28.19215
WSB1,53.93635,28.79375,35.5988,23.5929,25.0945,61.11685,19.17155,30.13415,15.4149,24.13305
WSB2,32.7362,36.4881,19.8509,23.44475,23.47335,22.80525,19.53405,20.64765,39.131,40.54995
WSCD1,0.01773835,0.08606985,0.514911,0.3001165,0.07994795,0.0832347,0.0924319,0.4560325,0.773104,0.195289
WSCD2,0.00516975,0.0057233,0.026843065,0.0306589,0.1270185,0.110845,0.0643568,0.0579213,0.03679795,0.004307145
WT1,2.486115,2.37168,0.244075,0.13349265,3.337685,2.883905,0.506436,3.816575,0.4603195,0.302786
WT1-AS,1.57447,1.422215,0.03555205,0.0123472,1.21008,1.64704,0.27479,0.7698065,0.0473302,0.0504155
WTAP,23.4756,19.8845,40.54025,45.88545,18.7188,26.61465,24.36215,30.30345,26.2425,25.60835
WTAPP1,0,0,0.0284012,0,0.017186165,0.1847865,0.04642995,0.06626995,0.0527961,0.01380205
WTH3DI,0.04377355,0.0300659,0.0901738,0.04589775,0.0381908,0.04272235,0.01296225,0.08366255,0.0309777,0.04565525
WTIP,0.7591995,0.863656,6.35304,8.3635,4.54242,5.247315,2.94659,5.589055,17.06465,10.1419
WWC1,0.7235635,1.322965,8.21788,5.5693,2.227795,2.386965,0.283581,1.596855,1.45842,1.224295
WWC2,3.72307,4.857525,2.200865,2.382815,3.82496,4.41717,5.73567,5.078635,2.20431,2.117835
WWC2-AS2,0.0218128,0,0.5633125,0.544218,0.27107,0.332128,0.38196,0.483336,0.294309,0.22015
WWC3,1.345655,3.370285,9.059055,6.67522,5.19485,9.30466,14.15265,10.42625,14.0642,13.6759
WWOX,1.90768,2.067705,2.74884,3.491415,2.941965,3.251895,1.375095,1.98667,3.72974,2.642855
WWP1,11.4161,12.31435,6.44137,6.925065,15.2166,13.61915,11.72475,12.3502,7.61813,10.7037
WWP2,18.5063,22.3872,11.332,8.419025,13.7663,20.69525,9.13673,12.65525,10.8967,7.803865
WWTR1,29.05575,27.724,19.5897,20.3263,94.19495,110.278,59.87815,79.9582,19.2316,15.04725
WWTR1-AS1,0.202683,0.06815545,0.349563,0.336579,0.10431085,0.0901018,0.08012495,0.173492,0.09043955,0.103591
XAB2,19.58975,19.98235,30.14335,32.0949,19.89195,16.8634,15.0438,15.6504,21.0396,20.7144
XAF1,6.903035,0.6082105,15.33615,9.015915,1.21384,2.798255,9.548515,10.7033,5.44223,17.37465
XAGE1B,0,0,0,0,0,0,0,0,0,0
XAGE1E,0,0,0,0,0,0,0,0,0,0
XAGE2,0,0,0,0,0,0,0,0,0,0
XAGE2B,0,0,0,0,0,0,0,0,0,0
XAGE3,0,0.219591,23.93995,88.417,0,0,0,0.262404,0,0.1603285
XAGE5,3.718215,0.704824,11.73175,10.750915,0,0,0,0,0.04608545,0
XBP1,45.6593,62.56645,89.2709,98.4438,161.7505,180.941,102.892,100.2435,50.5365,29.33465
XCL1,1.801115,0.0319855,3.68134,2.058935,0.0437358,0.04119975,0.11700165,0.212985,0.229908,0.3417505
XCL2,4.38475,0.1398915,1.753035,2.17423,0.19863385,0.07254005,0.158159,0.1421065,0.318065,0.9358775
XCR1,0.0274643,0.01534665,0.1016925,0.06092325,0.02692115,0,0.02493995,0.1645425,0.0413139,0
XDH,0.0083221,0.0564253,0.04599655,0.017411445,0.03004035,0.0555067,0.00963013,0.0511695,0.008215795,0.00594495
XG,0.271488,0.644446,0.6629835,0.8969595,0.4810235,0.7326965,0.4316215,1.842355,1.747185,1.125465
XGY2,0,0,0,0,0,0,0,0,0,0
XIAP,8.74451,10.6476,5.219865,4.107885,7.42982,9.277635,8.607685,8.815185,5.327605,4.878495
XIRP1,0.122074,0.00161123,0.6461525,0.132503,0.01086166,0.0540333,0.264022,0.10390585,0.10168225,0.861602
XIRP2,0.00513555,0,1.85243,0.578794,0.0323312,0.06093845,0.0126203,0.00650455,0,0.001051185
XIRP2-AS1,0,0,0.0202517,0.0569568,0,0,0,0,0,0
XIST,0.006515565,0.0010728,0.007103025,0.006329535,0.000689905,0.02610335,0,0,0.004675745,0.00640795
XK,0,0.00437168,0.4006555,0.4388315,0.458984,0.302131,0,0.013072275,0.1516665,0.1660385
XKR3,0.03418955,0.01253275,0.0248488,0.0233021,0.2866755,0.865994,0,0.0218306,0.05614305,0.06169015
XKR4,5.10E-05,0.00438748,0.00920475,0,0.08049295,0.007969265,0.00594335,0,0.0206174,0
XKR5,0,0.005995565,0.00373149,0.004600975,0.06389495,0.114818,0.02515124,0.03377205,0.15478095,0.0309111
XKR6,0.07865725,0.04469355,0.1315175,0.10673,0.1640325,0.129059,0.15762,0.2584915,0.06214115,0.1316825
XKR7,0.004919565,0,0.0084084,0,0,0,0.01654175,0,0,0.01002325
XKR8,0.323432,0.175007,2.89501,1.09152,1.614165,1.942045,0.738927,2.36565,8.49618,6.26494
XKR9,0.993598,1.22997,0.4933765,0.9815655,1.84543,1.679665,1.1795,0.303594,0.3403055,0.661328
XKRX,0.0223878,0.012519,0.09285935,0.12452675,0.0524601,0.0111653,0.02304085,0.01329075,0.02576095,0.02655705
XKRY2,0,0,0,0,0,0,0,0,0,0
XPA,5.709965,5.32355,7.19326,5.9771,8.96343,8.123335,3.13007,4.12913,5.259775,5.720175
XPC,16.5381,12.58265,22.0123,19.05485,25.607,19.88515,11.48195,12.6971,12.91955,12.96885
XPNPEP1,64.674,76.5072,33.3852,25.91235,21.98905,22.4317,64.6886,47.15635,42.0967,31.819
XPNPEP2,0.234223,0.01491795,0.478834,0.05264695,0.456517,0.2766865,0.453633,1.78748,2.567545,0.193312
XPNPEP3,7.83549,10.78865,3.73715,3.89476,9.773075,9.86874,3.607285,2.99286,3.510425,3.720995
XPO1,41.7071,46.8847,31.81925,36.0558,29.20075,47.95895,50.30845,50.35745,32.33435,35.31875
XPO4,9.182735,9.343435,3.079375,2.93005,2.77201,4.03627,3.787015,4.12022,3.275845,3.39859
XPO5,25.73435,39.25555,16.2987,13.6779,12.26805,13.70145,13.1537,11.092,11.4496,8.74997
XPO6,28.99135,27.79655,25.62595,18.22265,16.1774,18.1454,21.6101,21.58725,24.95335,21.73955
XPO7,27.1355,31.03205,16.5706,12.9428,9.271495,11.14305,31.4514,22.39445,17.5715,19.7818
XPOT,42.33935,52.97305,25.44635,20.3138,31.5429,43.3873,44.1022,37.5686,19.04675,30.72
XPR1,8.60201,9.97533,3.399375,3.13288,6.269885,8.68677,8.23703,6.776745,4.55233,5.15224
XRCC1,17.08275,21.2445,20.18955,19.40795,18.70845,14.27295,21.9703,22.53345,21.50845,17.92405
XRCC2,0.4574755,0.435973,1.098735,1.85135,1.500155,3.505025,3.86834,2.72073,1.42101,4.07264
XRCC3,3.435485,2.669735,7.044925,8.013585,4.612315,3.80744,4.26014,5.14375,4.339695,5.1273
XRCC4,10.87525,7.31485,6.895245,10.00178,10.15508,12.25445,10.101145,7.526325,4.571395,7.79549
XRCC5,98.3936,113.1855,69.8229,57.84355,130.299,159.632,82.6426,93.26005,89.30345,70.60465
XRCC6,138.7475,192.1695,146.1335,162.681,282.186,239.9055,167.2345,131.2405,166.508,120.494
XRCC6BP1,2.90024,2.688375,2.787055,4.24281,3.5194,3.07143,8.893685,5.759585,3.685195,8.75892
XRCC6P5,0.0397887,0.02894025,0.02489535,0,0.02040245,0.00645515,0.03696795,0.0069101,0.00765215,0.03186165
XRN1,6.50868,4.99669,3.997525,3.603105,3.453165,4.715955,4.739595,4.97044,1.97118,3.59736
XRN2,48.4123,48.7441,53.68585,64.26165,47.6964,56.356,42.0305,38.11755,20.85635,16.49615
XRRA1,4.563525,3.709215,2.2663,2.29468,3.572915,3.83814,2.327995,2.139515,3.97905,4.706865
XXYLT1,2.16257,6.20928,9.0914,9.94228,18.9926,15.17725,2.72985,4.923215,13.9373,11.145
XXYLT1-AS1,0,0,0,0,0,0,0,0,0,0
XXYLT1-AS2,0.0354138,0,0.5663185,0.606153,0.04805435,0.053085,0.02967765,0.02133195,0.04866055,0.5926735
XYLB,9.881305,10.7023,3.98615,4.632915,8.646355,5.91799,4.592745,3.53492,2.66983,3.724465
XYLT1,0.545769,0.145448,0.669563,0.4341275,19.87965,17.01435,0.8124625,2.431355,3.62939,1.77791
XYLT2,7.98855,10.37955,12.28785,13.7211,10.5341,7.88442,2.732055,4.416375,11.79185,11.0996
YAE1D1,11.0683,10.33655,28.485,50.77325,20.4154,28.2115,12.6339,9.85093,12.0501,20.82735
YAF2,4.38404,5.619655,2.40108,3.170345,2.408125,3.40696,3.469305,3.477745,2.298135,2.649555
YAP1,28.7016,23.3622,11.671,11.7659,22.66855,32.01055,31.3701,33.5287,24.09615,18.1389
YARS,44.1478,46.24365,30.3744,21.82805,28.66305,22.82,26.31225,35.5905,30.6992,26.2419
YARS2,13.0532,15.8816,6.63843,7.62035,9.7757,8.99304,8.970205,5.587515,9.22776,6.466395
YBEY,17.53515,17.43215,15.57985,18.81995,12.2771,15.8014,19.81725,12.35615,12.3546,11.40845
YBX1,477.7855,605.4635,449.5335,849.498,561.0825,417.41,583.6625,463.0485,719.0825,763.8275
YBX2,0,0,0.529151,1.44315,0.8153655,0.802527,0.190329,0.7542615,1.050025,1.85875
YBX3,54.4571,62.98445,70.5172,61.43625,109.055,68.5872,9.388375,26.67605,69.17155,49.7883
YBX3P1,0.0926881,0.0968331,0.07508185,0.2252065,0.1721931,0.0846065,0.04710465,0.1247665,0.1516675,0.1830065
YDJC,16.76205,15.2457,19.80815,29.6344,42.65955,23.1708,7.68455,8.78717,12.7626,17.9507
YEATS2,8.54573,12.9185,9.168165,7.57758,11.08625,13.0703,7.199015,9.41023,9.19191,6.44214
YEATS4,14.54015,18.51295,9.037375,16.40405,11.61045,10.62865,17.12025,12.6921,8.180635,12.42145
YES1,14.7548,20.1033,5.7664,4.9036,13.09295,15.6395,18.1256,20.28165,10.103325,12.4972
YIF1A,55.4362,54.1901,94.23985,104.461,78.80365,61.8916,30.54615,47.96005,72.87335,40.2827
YIF1B,26.66875,30.74205,22.6569,35.08125,33.37185,18.55715,2.86437,8.818405,49.79855,50.21815
YIPF1,19.7744,23.6016,22.4134,22.68625,12.1075,12.1122,14.51225,16.0528,14.39875,13.3755
YIPF2,45.4871,44.7503,62.81945,77.25155,31.1019,27.5468,33.3464,30.8966,39.8196,33.99745
YIPF3,192.01,212.9935,180.2355,147.1585,74.04115,70.20555,76.18975,91.8437,86.925,58.98365
YIPF4,22.2697,25.155,20.5041,22.18345,26.764,23.53635,21.64115,20.27975,21.9803,21.4562
YIPF5,36.6705,47.0017,27.28275,25.48855,23.23815,38.04025,23.1031,24.9629,19.9866,15.0954
YIPF6,16.71425,16.2301,7.60567,7.049055,11.29585,12.4797,14.1552,12.24385,5.796635,5.607935
YIPF7,0,0.07389245,0.548675,0.1987895,0.03420205,0.0427091,0,0.02839765,0.176337,0.2940495
YJEFN3,1.240208,0.0772032,2.55684,1.758075,1.92644,2.54446,0.9051335,1.64371,1.2173,3.902755
YKT6,33.914,33.45435,102.074,127.739,65.83625,61.19125,56.07205,56.19905,72.26875,60.43115
YLPM1,10.5097,11.5355,7.804305,4.679955,4.60457,7.071215,7.82665,8.878185,7.106735,3.57052
YME1L1,45.4576,55.10315,28.8568,27.5178,28.2954,37.00635,65.76175,57.6082,24.8586,22.71595
YOD1,4.651025,2.247355,4.96971,6.369865,2.823815,3.58092,5.395405,2.612705,3.469175,8.3921
YPEL1,1.784975,2.24466,3.745455,2.67903,1.23184,1.60546,0.552822,1.59887,1.597475,1.598685
YPEL2,5.796025,5.937425,3.865915,2.53648,15.38365,14.131,4.898225,4.411595,3.5382,4.622805
YPEL3,35.15665,31.44305,58.1493,40.60855,22.885,22.4076,14.2705,27.35845,49.8755,39.17215
YPEL4,4.60481,2.29796,4.06174,3.0457,2.380875,1.95105,2.19415,1.893345,2.15446,1.467765
YPEL5,70.38585,69.81695,33.67385,26.72855,23.56775,26.21985,19.53305,26.3931,25.6189,32.1339
YRDC,14.21165,19.33895,14.352,29.73465,15.7173,12.3247,18.63395,18.24635,15.023,18.7631
YTHDC1,1.604655,1.886425,0.9375615,0.5383615,0.8849545,1.11975,1.165815,1.233915,0.665465,0.594754
YTHDC2,10.024325,7.48526,6.780495,6.782525,5.68107,6.498755,2.64953,3.803495,3.26573,4.229865
YTHDF1,20.95245,21.32055,34.3836,33.80705,28.7755,28.26305,27.99495,23.76605,19.49645,16.97135
YTHDF2,51.09055,66.3889,38.0122,58.58385,36.2177,34.84305,63.0889,39.8049,31.6169,30.3601
YTHDF3,28.92445,27.89555,16.64245,26.9687,27.584,33.18095,34.23305,24.7235,16.1246,24.19105
YTHDF3-AS1,0.394731,0.449775,2.36708,5.242495,5.66974,3.0053,1.44742,1.86552,1.91901,3.05201
YWHAB,182.8215,222.4585,231.7005,156.1595,112.2325,130.8855,102.2225,100.7615,107.0095,84.73215
YWHAE,294.685,417.92,184.856,192.4705,283.1105,273.671,182.823,154.17,291.804,258.1505
YWHAEP1,0.02727015,0.131345,0.099048,0.04117855,0.0972946,0.546085,0.0593783,0.04825385,0.0847245,0.0272169
YWHAEP7,0.0109036,0,0,0.0096061,0,0.00559205,0,0.0062331,0,0
YWHAG,55.62105,62.0571,84.46645,78.14155,149.7565,174.325,136.865,136.8245,85.8018,69.6425
YWHAH,108.2585,126.0285,132.707,99.49345,87.917,77.5249,80.7032,103.7535,117.509,89.1593
YWHAQ,140.3415,187.613,98.4201,109.4615,115.0695,172.545,156.019,211.6855,186.3395,155.329
YWHAZ,533.93,551.1875,145.723,135.145,401.881,587.1455,475.2795,365.0615,218.826,242.8765
YY1,20.5565,25.7717,14.72015,31.59395,17.91045,21.20965,25.1168,26.84575,16.6559,15.2708
YY1AP1,19.92465,27.95425,23.49115,17.53135,18.87235,20.6985,21.88885,19.88435,25.6785,25.7732
YY1P2,0.00941495,0.07231565,0,0.0366823,0.01364545,0.00906425,0.0126235,0.10070465,0.0095559,0.0164591
YY2,2.37417,2.011795,0.4642085,0.676756,1.701865,1.219815,1.38294,0.7393035,0.7259825,1.46242
ZACN,0,0,0.02981645,0.0223938,0,0.0097573,0,0.05700585,0,0
ZADH2,7.32176,8.917085,4.887335,3.95493,6.2323,6.91845,9.572975,7.70152,6.726035,6.52015
ZAK,7.30482,6.589205,5.55852,3.625055,6.687225,15.3134,1.87656,3.82887,7.57759,6.40261
ZAN,0,0,0,0,0.00129559,0.001218175,0,0.002257785,0.002098525,0.0052279
ZAP70,0.7353875,0.03869595,7.04468,4.24844,0.202701,0.265817,0.3449705,1.239015,1.67815,3.404475
ZAR1,0,0,0,0.03316495,0.1792085,0.0272304,0.3249095,0.722641,0,0
ZAR1L,0,0,0.04244215,0.058846,0.02401435,0.02729425,0,0,0.01873645,0.1227556
ZASP,2.68E-31,2.81E-43,3.19E-06,2.46E-07,3.65E-19,1.43E-22,4.05E-27,3.14E-23,5.91E-18,2.29E-07
ZBBX,0,0,0.01552085,0.042211135,0.06977295,0.021693695,0,0,0,0.0612252
ZBED1,0,0.002842565,0,0,0,0,0.0087575,0,0.0080912,0
ZBED2,0.657956,0.0065819,0.948773,0.718206,0,0.00586995,0,0,0.0292662,1.121125
ZBED3,4.454875,3.76407,2.618545,2.355335,1.360305,0.5637135,0.7983345,1.643665,2.35057,3.16723
ZBED3-AS1,2.5107,1.769245,3.20311,2.59048,0.3524645,0.1798735,0.1542935,0.2488805,0.7011715,1.651305
ZBED4,8.34918,10.10894,5.261405,5.38355,8.36513,9.362245,4.714345,3.95682,3.625355,3.263125
ZBED5,26.39375,16.42185,15.5813,13.39435,10.42565,20.02395,10.8502,13.18575,8.699085,10.25615
ZBED5-AS1,6.39998,9.74359,11.3603,8.689605,11.79035,13.6905,13.70795,12.63385,3.571545,3.572715
ZBED6,2.76196,2.405045,1.010101,0.6014175,3.9794,10.217925,7.25085,7.67746,2.383075,2.065375
ZBED6CL,0.278607,0.167362,0.836803,0.5127145,0.1398335,0.4149275,0.385641,1.812145,1.024366,0.921139
ZBED8,4.315805,3.501305,3.763,5.04505,3.458235,5.221525,1.800575,1.58346,1.667665,3.32884
ZBED9,0,0,0,0,0,0,0,0,0,0
ZBP1,0.0869008,0.0150261,1.84861,1.452455,0.132433,0.03627445,0.347767,0.3234345,0.2550835,1.8885
ZBTB1,19.30535,17.38275,10.28812,10.698,7.540255,12.4437,17.13575,17.81535,7.424405,10.15025
ZBTB10,5.23638,6.25036,1.948025,1.72833,5.927175,7.154255,4.9473,4.31427,1.834165,1.86854
ZBTB11,6.190555,6.080035,4.3968,6.420765,5.10578,8.43604,6.009905,5.97014,2.50561,3.901675
ZBTB11-AS1,3.70878,2.686595,4.11579,3.37112,4.294185,3.96361,3.245845,3.70736,2.21373,2.10414
ZBTB12,0.0472654,0.081813,0.07126635,0.03721155,0.0333865,0.02855875,0.03580175,0.012172,0.1098892,0.04871305
ZBTB14,6.22763,5.716535,5.640245,5.191745,4.311665,5.20198,6.11375,7.415155,4.34259,4.72836
ZBTB16,0.013975505,0.03253355,0.7402585,0.0260844,0,0.0095363,0.2384155,0.2923865,0.428576,0.649443
ZBTB17,8.142945,6.614405,14.96425,14.60925,8.57112,7.56942,12.47645,12.5547,11.22435,13.5306
ZBTB18,4.58561,1.45216,5.84488,6.287815,2.747965,3.463335,6.081815,4.70982,7.274345,9.363105
ZBTB2,3.74971,3.989825,4.795345,3.68924,4.77621,6.01307,7.424665,9.48723,5.601775,6.055295
ZBTB20,0.396144,0.3428535,0.1068303,0.08534125,0.276671,0.371805,0.391974,0.4893725,0.1535955,0.166935
ZBTB20-AS1,0,0,0.0811648,0.0215923,0.01159575,0,0.0327428,0.00780745,0.00886265,0.03690325
ZBTB21,3.160835,3.428355,2.73964,4.014295,6.09918,9.52737,10.132975,5.73086,2.016955,2.651655
ZBTB22,0.10011535,0.0644629,0.12459195,0.0652064,0.174505,0.02375245,0.08938905,0.126467,0.223001,0.0712942
ZBTB24,5.07614,7.33609,3.280695,3.002815,2.372485,2.828845,4.12254,2.879545,1.76523,2.234975
ZBTB25,2.4231,1.744965,1.577275,1.848735,0.947928,2.22484,1.396285,1.70207,0.886672,1.10692
ZBTB26,1.890145,1.006193,1.23775,1.003848,2.16375,3.596805,1.12413,1.59219,1.1310605,1.9715
ZBTB3,1.821555,1.41248,1.061435,1.245725,0.937555,1.107625,0.769758,0.622675,0.909229,0.7870715
ZBTB32,0.0956883,0.0646288,0.636083,0.3000325,0.0312418,0.04988275,0.3682205,0.329615,0.1311485,0.3806405
ZBTB33,19.93855,16.19145,8.81298,6.14167,8.64156,10.10865,11.9328,7.529495,4.83409,7.551715
ZBTB34,2.395845,2.058455,2.09464,2.32268,4.132295,3.7286,2.23563,2.339635,2.50938,3.462315
ZBTB37,2.32932,1.321245,0.3115495,0.366438,0.9960505,1.226799,0.9054975,0.7032855,0.4463305,0.6012955
ZBTB38,18.8232,14.99565,12.65715,18.35655,8.08415,17.50565,14.0152,19.38285,4.43495,5.037145
ZBTB39,2.544655,2.732185,1.42743,1.27184,1.52173,1.762965,0.779616,0.794502,2.62437,2.03931
ZBTB4,19.152,20.0112,13.92515,9.53157,13.35305,10.8666,12.1911,11.7123,16.66455,15.39575
ZBTB40,4.95064,4.87546,5.375925,3.348185,4.416795,5.28133,4.857075,4.852945,2.75988,2.76013
ZBTB41,6.325835,3.505385,1.88156,2.87314,3.25222,4.73645,7.884995,5.36378,1.95814,3.295865
ZBTB42,2.00238,2.822605,1.522845,1.762485,1.562725,1.0077835,3.723675,3.180445,2.954285,1.81241
ZBTB43,3.896095,3.467695,1.955765,1.60764,4.065935,4.805865,3.147835,2.811035,2.06043,2.484035
ZBTB44,4.912725,3.35836,3.323825,2.28536,2.84942,4.93005,2.106695,2.29769,1.944555,2.29196
ZBTB45,12.479,9.87145,10.80105,8.079105,5.105945,3.71115,4.3769,5.059005,7.527825,5.227135
ZBTB46,1.63038,2.24023,2.603475,1.33031,1.033445,2.067445,8.36312,7.36557,6.009,2.514545
ZBTB47,13.82545,13.3424,7.35042,7.74236,5.700945,3.82849,4.39426,5.34363,10.53032,8.00993
ZBTB48,5.463355,4.64483,4.66775,3.94469,4.579305,4.184365,6.56099,6.280835,5.56054,6.33018
ZBTB49,2.23807,2.55874,1.95583,1.740355,1.50117,1.7381,3.58093,2.09219,1.589805,1.66521
ZBTB5,2.613065,2.01784,2.460745,1.889005,3.834175,4.61078,2.096855,2.437885,2.831705,3.053665
ZBTB6,4.46915,3.848415,2.463225,2.94138,4.812455,5.46754,4.49283,3.52176,2.60609,2.920585
ZBTB7A,11.71765,7.965345,11.7593,7.274015,8.257185,8.692045,11.9838,16.5327,11.06775,7.218365
ZBTB7B,21.51495,16.4902,9.156565,7.71064,8.540355,7.21493,8.54533,7.268395,23.59885,24.49575
ZBTB7C,0.014472465,0.0435354,0.496629,0.9301375,0.116356,0.3282585,0.1659745,0.4649055,1.03894,0.260139
ZBTB8A,2.26115,2.42298,0.7077345,0.5918625,1.320195,1.188515,2.845255,1.954325,1.385875,0.984089
ZBTB8B,0,0.00810775,0.00956078,0.06512565,0,0,0,0,0.2174735,0.1088994
ZBTB8OS,18.9792,14.30015,23.04755,33.5007,22.788,25.90105,19.99045,19.4774,17.586,23.464
ZBTB9,0.2171375,0.3220815,0.08741595,0.08833065,0.1152357,0.131522,0.1585605,0.134425,0.267864,0.133803
ZC2HC1A,9.56773,8.581835,2.4098,4.244345,6.877485,7.85287,8.03015,5.594065,2.847665,5.707235
ZC2HC1B,0.0143508,0,0,0,0.0117459,0,0,0.071472,0.0365781,0.0188352
ZC2HC1C,0.3512155,0.269617,1.206775,1.41809,0.14537505,0.3864545,6.5099,2.8267,0.2551455,0.1760535
ZC3H10,6.02864,5.460635,3.67864,3.497705,4.15843,2.45636,4.81073,3.207725,7.11478,4.843135
ZC3H11A,37.08715,23.3896,24.11035,17.2231,23.638,30.03115,29.1874,28.63565,29.8747,36.4449
ZC3H12A,1.425095,0.2462665,3.48306,1.65374,1.21946,4.36668,2.427795,4.58955,3.245715,3.169885
ZC3H12B,0.1045565,0.0350577,0.06791175,0.022847,0.173856,0.07428765,0.0618973,0.134483,0.08295035,0.03338215
ZC3H12C,4.78823,2.27274,3.17018,3.964815,2.06855,2.33926,4.09805,2.37894,1.43304,2.993855
ZC3H12D,0.08500515,0.0513032,1.196325,0.815477,0.2763145,0.251255,0.164594,0.379227,0.360956,0.8580545
ZC3H13,32.8565,44.87635,13.5493,14.43015,7.227935,8.814175,26.88255,14.29495,10.00012,7.313685
ZC3H14,14.4017,15.86945,9.757055,7.794495,8.55138,11.79805,17.4421,16.3213,7.335185,7.9761
ZC3H15,39.1129,34.03065,22.4995,26.51625,40.66435,68.65005,39.0621,37.8363,24.50895,31.59805
ZC3H18,15.75395,18.39405,12.30995,8.7923,14.4913,11.1544,14.85235,14.06975,14.4313,9.143105
ZC3H3,5.351385,6.04501,8.529325,6.322565,12.8116,11.2507,7.17851,9.57444,8.0485,9.21179
ZC3H4,5.973025,5.373885,5.457435,4.96044,5.78987,5.10333,7.49846,6.727875,6.870755,6.620465
ZC3H6,0.1250845,0.4952025,1.204085,0.975721,0.5218905,2.051615,2.21405,2.866775,0.4861265,0.6543285
ZC3H7A,36.32045,42.1363,17.31425,13.57205,14.38585,19.06895,23.72575,17.26235,10.18317,12.3188
ZC3H7B,26.92195,24.67725,16.50145,14.59925,46.74205,35.53565,16.8259,15.36585,17.9831,13.9966
ZC3H8,4.696135,4.907085,5.11242,4.52761,12.248,19.3129,6.152955,6.93974,4.35164,6.572865
ZC3HAV1,10.6045,7.646815,17.487,9.89988,6.567885,13.4509,13.71805,18.55415,13.21265,15.6165
ZC3HAV1L,1.572475,1.119925,4.427875,5.992035,2.44196,4.542,4.3268,7.819005,3.130875,3.43087
